4383.82, 5939.0, 4507.55, 1400.52, 6763.13
9485.0, 6213.55, 8614.72, 4796.51, 5224.42
8327.17, 2737.6, 5085.15, 5922.8, 1367.91
7948.41, 6339.22, 1654.75, 9536.25, 7346.14
3297.28, 6385.58, 347.06, 4848.75, 1543.47
8576.82, 828.62, 9250.43, 1911.21, 7877.58
8620.73, 4057.98, 2214.55, 9685.09, 1031.25
8924.73, 6977.2, 7686.81, 1778.31, 5995.8
6682.09, 2452.87, 6155.66, 1496.63, 9893.39
5083.11, 2300.9, 4680.84, 109.51, 9406.04
877.98, 4152.02, 2774.27, 3699.19, 5690.78
114.18, 95.99, 7867.26, 9247.53, 4185.09
4753.52, 836.9, 7033.92, 2271.1, 4334.73
3266.9, 2156.94, 3068.14, 6241.65, 2963.63
3261.7, 5510.1, 5537.11, 7948.96, 6156.36
4521.12, 6861.33, 1551.4, 7569.39, 1621.85
4102.54, 3237.51, 1788.16, 1111.02, 3672.99
9077.26, 1623.64, 3713.01, 3061.44, 49.72
4745.17, 2866.56, 2076.31, 1535.26, 2943.35
411.76, 6008.67, 4100.72, 1751.21, 4220.73
7844.2, 6359.22, 6077.87, 5225.56, 6473.04
7851.81, 6864.63, 4532.6, 1866.76, 8528.23
9840.95, 9625.96, 5435.29, 5513.48, 1887.12
2529.89, 4744.19, 2024.31, 9801.91, 3177.13
9854.26, 1947.21, 7123.56, 7648.32, 2930.0
6342.45, 1660.87, 9593.27, 8618.33, 8511.46
1605.22, 4616.94, 6361.37, 5482.09, 2561.53
8252.36, 493.83, 689.54, 1188.66, 4800.73
9643.01, 6323.03, 8530.72, 2261.33, 1084.62
8760.33, 1114.4, 4004.3, 4932.86, 5106.29
7100.72, 6435.45, 2992.89, 4388.17, 2919.62
809.19, 9660.54, 6178.43, 81.28, 9720.58
2176.73, 5734.13, 4545.9, 7178.44, 9973.61
3968.2, 6410.06, 6907.47, 8836.58, 6692.19
7902.07, 1424.17, 1824.62, 8209.43, 551.15
9591.12, 8392.5, 5971.71, 3767.68, 5053.12
2383.27, 435.12, 6754.52, 1296.67, 2453.74
2958.5, 6188.23, 4271.1, 3160.76, 3448.24
9128.58, 5188.66, 5208.63, 6535.96, 4426.11
9103.9, 4233.88, 553.78, 7000.94, 5759.24
5493.45, 2344.2, 2712.65, 3036.76, 6393.59
9324.17, 649.83, 3945.08, 6511.96, 7170.8
2183.28, 3769.48, 1795.11, 1688.07, 6445.28
8742.06, 1090.7, 4620.48, 996.58, 4547.62
7469.72, 521.11, 8621.94, 1689.2, 2260.35
5246.49, 4062.17, 7243.77, 1628.55, 1912.81
5646.39, 1671.7, 9022.78, 4994.64, 2995.7
303.2, 1562.16, 6227.14, 5354.63, 1362.91
296.73, 2930.73, 4700.4, 9076.62, 9409.97
2007.25, 4108.21, 5905.58, 4951.55, 7942.34
3414.23, 2542.55, 5960.12, 1308.43, 2541.47
3521.14, 6400.64, 2336.52, 3064.79, 7573.2
817.35, 6141.92, 3385.52, 836.66, 8333.98
9392.05, 8102.32, 7039.29, 9239.8, 5528.1
6612.42, 5515.7, 5844.2, 7230.83, 2398.9
8967.98, 1192.8, 751.8, 9122.38, 658.63
5065.44, 7046.08, 9161.45, 8810.66, 8580.36
3706.44, 9190.16, 2908.28, 6127.42, 6363.76
5741.06, 7091.47, 3249.51, 9125.59, 2097.56
1227.09, 2205.02, 2156.06, 528.55, 892.93
